96.596 45.222999999999999  6    1
74.888 45.573999999999999  7    1
59.964 52.357999999999999  7    1
43.683 63.211999999999999  7    1
30.116 80.848999999999999  7    1
15.191 93.059999999999999  7    1
97.554 27.983999999999999  7    1
81.273 17.480999999999999  7    1
66.349 32.405999999999999  7    1
51.424 50.042999999999999  7    1
33.787 59.539999999999999  7    1
16.149 79.891999999999999  7    1
97.154 90.745999999999999  8    1
